,State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Predicted Value
11860,MI,2016,August,12 month-ending,Number of Deaths,93445.0,100,0.05992830006956,
11861,MI,2016,August,12 month-ending,Number of Drug Overdose Deaths,1977.0,100,0.05992830006956,1983.0
11862,MI,2016,December,12 month-ending,Number of Drug Overdose Deaths,2342.0,100,0.087515816111345,2356.0
11863,MI,2016,December,12 month-ending,Number of Deaths,94840.0,100,0.087515816111345,
11864,MI,2016,December,12 month-ending,Percent with drugs specified,86.5926558497011,100,0.087515816111345,
11865,MI,2016,February,12 month-ending,Number of Drug Overdose Deaths,1963.0,100,0.034258674403417004,1963.0
11866,MI,2016,February,12 month-ending,Number of Deaths,93407.0,100,0.034258674403417004,
11867,MI,2016,February,12 month-ending,Percent with drugs specified,79.9286805909322,100,0.034258674403417004,
11868,MI,2016,January,12 month-ending,Number of Deaths,93137.0,100,0.034357988769232004,
11869,MI,2016,January,12 month-ending,Number of Drug Overdose Deaths,1944.0,100,0.034357988769232004,1944.0
11870,MI,2016,January,12 month-ending,Percent with drugs specified,78.54938271604941,100,0.034357988769232004,
11871,MI,2016,July,12 month-ending,Percent with drugs specified,83.69230769230771,100,0.050324431976358,
11872,MI,2016,July,12 month-ending,Number of Deaths,93394.0,100,0.050324431976358,
11873,MI,2016,July,12 month-ending,Number of Drug Overdose Deaths,1950.0,100,0.050324431976358,1953.0
11874,MI,2016,June,12 month-ending,Number of Drug Overdose Deaths,1926.0,100,0.049212598425197,1929.0
11875,MI,2016,June,12 month-ending,Number of Deaths,93472.0,100,0.049212598425197,
11876,MI,2016,June,12 month-ending,Percent with drugs specified,83.07372793354101,100,0.049212598425197,
11877,MI,2016,March,12 month-ending,Percent with drugs specified,81.4683544303797,100,0.036454089291075,
11878,MI,2016,March,12 month-ending,Number of Deaths,93268.0,100,0.036454089291075,
11879,MI,2016,March,12 month-ending,Number of Drug Overdose Deaths,1975.0,100,0.036454089291075,1975.0
11880,MI,2016,May,12 month-ending,Percent with drugs specified,82.71925272444209,100,0.044902977495055,
11881,MI,2016,May,12 month-ending,Number of Deaths,93535.0,100,0.044902977495055,
11882,MI,2016,May,12 month-ending,Number of Drug Overdose Deaths,1927.0,100,0.044902977495055,1929.0
11883,MI,2016,November,12 month-ending,Number of Deaths,94283.0,100,0.071062651803612,
11884,MI,2016,November,12 month-ending,Percent with drugs specified,85.7729138166895,100,0.071062651803612,
11885,MI,2016,November,12 month-ending,Number of Drug Overdose Deaths,2193.0,100,0.071062651803612,2202.0
11886,MI,2016,October,12 month-ending,Number of Deaths,93939.0,100,0.068129317961656,
11887,MI,2016,October,12 month-ending,Percent with drugs specified,85.8633776091082,100,0.068129317961656,
11888,MI,2016,October,12 month-ending,Number of Drug Overdose Deaths,2108.0,100,0.068129317961656,2116.0
11889,MI,2016,September,12 month-ending,Number of Deaths,93753.0,100,0.062931319531108,
11890,MI,2016,September,12 month-ending,Percent with drugs specified,85.49428713363142,100,0.062931319531108,
11891,MI,2016,September,12 month-ending,Number of Drug Overdose Deaths,2013.0,100,0.062931319531108,2019.0
11892,MI,2017,April,12 month-ending,Percent with drugs specified,87.8932696136997,100,0.080088201031786,
11893,MI,2017,April,12 month-ending,Number of Deaths,96144.0,100,0.080088201031786,
11894,MI,2017,April,12 month-ending,Number of Drug Overdose Deaths,2511.0,100,0.080088201031786,2524.0
11895,MI,2017,August,12 month-ending,Number of Drug Overdose Deaths,2696.0,100,0.06336674803926699,2705.0
11896,MI,2017,August,12 month-ending,Number of Deaths,96265.0,100,0.06336674803926699,
11897,MI,2017,August,12 month-ending,Percent with drugs specified,88.686943620178,100,0.06336674803926699,
11898,MI,2017,December,12 month-ending,Percent with drugs specified,88.2551594746717,100,0.056094571292045,
11899,MI,2017,December,12 month-ending,Number of Deaths,96266.0,100,0.056094571292045,
11900,MI,2017,December,12 month-ending,Number of Drug Overdose Deaths,2665.0,100,0.056094571292045,2671.0
11901,MI,2017,February,12 month-ending,Percent with drugs specified,87.64682057513157,100,0.085819841128636,
11902,MI,2017,February,12 month-ending,Number of Deaths,95549.0,100,0.085819841128636,
11903,MI,2017,February,12 month-ending,Number of Drug Overdose Deaths,2469.0,100,0.085819841128636,2484.0
11904,MI,2017,January,12 month-ending,Number of Deaths,95468.0,100,0.08484518372648403,
11905,MI,2017,January,12 month-ending,Number of Drug Overdose Deaths,2435.0,100,0.08484518372648403,2449.0
11906,MI,2017,January,12 month-ending,Percent with drugs specified,87.2279260780287,100,0.08484518372648403,
11907,MI,2017,July,12 month-ending,Number of Drug Overdose Deaths,2630.0,100,0.06857427841157,2640.0
11908,MI,2017,July,12 month-ending,Number of Deaths,96246.0,100,0.06857427841157,
11909,MI,2017,July,12 month-ending,Percent with drugs specified,88.5551330798479,100,0.06857427841157,
11910,MI,2017,June,12 month-ending,Number of Deaths,96216.0,100,0.07171364430032401,
11911,MI,2017,June,12 month-ending,Number of Drug Overdose Deaths,2591.0,100,0.07171364430032401,2602.0
11912,MI,2017,June,12 month-ending,Percent with drugs specified,88.03550752605172,100,0.07171364430032401,
11913,MI,2017,March,12 month-ending,Number of Deaths,96017.0,100,0.08540154347667599,
11914,MI,2017,March,12 month-ending,Number of Drug Overdose Deaths,2491.0,100,0.08540154347667599,2506.0
11915,MI,2017,March,12 month-ending,Percent with drugs specified,87.8362103572862,100,0.08540154347667599,
11916,MI,2017,May,12 month-ending,Number of Deaths,96114.0,100,0.07699190544561701,
11917,MI,2017,May,12 month-ending,Percent with drugs specified,87.9466038476639,100,0.07699190544561701,
11918,MI,2017,May,12 month-ending,Number of Drug Overdose Deaths,2547.0,100,0.07699190544561701,2559.0
11919,MI,2017,November,12 month-ending,Percent with drugs specified,88.0354505169867,100,0.05936139634667099,
11920,MI,2017,November,12 month-ending,Number of Deaths,96022.0,100,0.05936139634667099,
11921,MI,2017,November,12 month-ending,Number of Drug Overdose Deaths,2708.0,100,0.05936139634667099,2715.0
11922,MI,2017,October,12 month-ending,Percent with drugs specified,87.735500554119,100,0.05939789293790301,
11923,MI,2017,October,12 month-ending,Number of Drug Overdose Deaths,2707.0,100,0.05939789293790301,2714.0
11924,MI,2017,October,12 month-ending,Number of Deaths,95963.0,100,0.05939789293790301,
11925,MI,2017,September,12 month-ending,Number of Deaths,96087.0,100,0.06244341065908999,
11926,MI,2017,September,12 month-ending,Number of Drug Overdose Deaths,2725.0,100,0.06244341065908999,2733.0
11927,MI,2017,September,12 month-ending,Percent with drugs specified,88.0,100,0.06244341065908999,
11928,MI,2018,April,12 month-ending,Number of Deaths,97052.0,100,0.077278160161563,
11929,MI,2018,April,12 month-ending,Number of Drug Overdose Deaths,2707.0,100,0.077278160161563,2720.0
11930,MI,2018,April,12 month-ending,Percent with drugs specified,88.8806797192464,100,0.077278160161563,
11931,MI,2018,August,12 month-ending,Number of Deaths,97437.0,100,0.095446288370947,
11932,MI,2018,August,12 month-ending,Number of Drug Overdose Deaths,2701.0,100,0.095446288370947,2720.0
11933,MI,2018,August,12 month-ending,Percent with drugs specified,89.18918918918921,100,0.095446288370947,
11934,MI,2018,December,12 month-ending,Number of Drug Overdose Deaths,2575.0,100,0.104567122866369,2596.0
11935,MI,2018,December,12 month-ending,Number of Deaths,97545.0,100,0.104567122866369,
11936,MI,2018,December,12 month-ending,Percent with drugs specified,90.95145631067959,100,0.104567122866369,
11937,MI,2018,February,12 month-ending,Number of Deaths,97110.0,100,0.06899392441561099,
11938,MI,2018,February,12 month-ending,Percent with drugs specified,87.8787878787879,100,0.06899392441561099,
11939,MI,2018,February,12 month-ending,Number of Drug Overdose Deaths,2673.0,100,0.06899392441561099,2683.0
11940,MI,2018,January,12 month-ending,Number of Deaths,96771.0,100,0.058901943764144,
11941,MI,2018,January,12 month-ending,Percent with drugs specified,88.31951770911829,100,0.058901943764144,
11942,MI,2018,January,12 month-ending,Number of Drug Overdose Deaths,2654.0,100,0.058901943764144,2661.0
11943,MI,2018,July,12 month-ending,Number of Drug Overdose Deaths,2734.0,100,0.090395480225989,2752.0
11944,MI,2018,July,12 month-ending,Percent with drugs specified,89.10021945866859,100,0.090395480225989,
11945,MI,2018,July,12 month-ending,Number of Deaths,97350.0,100,0.090395480225989,
11946,MI,2018,June,12 month-ending,Number of Deaths,97109.0,100,0.084441194945886,
11947,MI,2018,June,12 month-ending,Percent with drugs specified,88.93002591632731,100,0.084441194945886,
11948,MI,2018,June,12 month-ending,Number of Drug Overdose Deaths,2701.0,100,0.084441194945886,2716.0
11949,MI,2018,March,12 month-ending,Number of Deaths,96954.0,100,0.072199187243435,
11950,MI,2018,March,12 month-ending,Number of Drug Overdose Deaths,2685.0,100,0.072199187243435,2696.0
11951,MI,2018,March,12 month-ending,Percent with drugs specified,88.1564245810056,100,0.072199187243435,
11952,MI,2018,May,12 month-ending,Percent with drugs specified,88.80988023952101,100,0.08142567073107901,
11953,MI,2018,May,12 month-ending,Number of Drug Overdose Deaths,2672.0,100,0.08142567073107901,2686.0
11954,MI,2018,May,12 month-ending,Number of Deaths,97021.0,100,0.08142567073107901,
11955,MI,2018,November,12 month-ending,Percent with drugs specified,91.11969111969108,100,0.102096031527255,
11956,MI,2018,November,12 month-ending,Number of Drug Overdose Deaths,2590.0,100,0.102096031527255,2610.0
11957,MI,2018,November,12 month-ending,Number of Deaths,97947.0,100,0.102096031527255,
11958,MI,2018,October,12 month-ending,Number of Drug Overdose Deaths,2634.0,100,0.097275268530939,2653.0
11959,MI,2018,October,12 month-ending,Percent with drugs specified,90.6226271829916,100,0.097275268530939,
11960,MI,2018,October,12 month-ending,Number of Deaths,97661.0,100,0.097275268530939,
11961,MI,2018,September,12 month-ending,Number of Deaths,97528.0,100,0.10048396357969,
11962,MI,2018,September,12 month-ending,Number of Drug Overdose Deaths,2667.0,100,0.10048396357969,2687.0
11963,MI,2018,September,12 month-ending,Percent with drugs specified,89.83877015373079,100,0.10048396357969,
11964,MI,2019,April,12 month-ending,Number of Deaths,95852.0,100,0.091808204314986,
11965,MI,2019,April,12 month-ending,Percent with drugs specified,90.56525353283459,100,0.091808204314986,
11966,MI,2019,April,12 month-ending,Number of Drug Overdose Deaths,2406.0,100,0.091808204314986,2424.0
11967,MI,2019,August,12 month-ending,Number of Deaths,96676.0,100,0.103438288716951,
11968,MI,2019,August,12 month-ending,Percent with drugs specified,90.53127677806341,100,0.103438288716951,
11969,MI,2019,August,12 month-ending,Number of Drug Overdose Deaths,2334.0,100,0.103438288716951,2358.0
11970,MI,2019,December,12 month-ending,Percent with drugs specified,89.4781501909207,100,0.126846433978477,
11971,MI,2019,December,12 month-ending,Number of Drug Overdose Deaths,2357.0,100,0.126846433978477,2377.0
11972,MI,2019,December,12 month-ending,Number of Deaths,97756.0,100,0.126846433978477,
11973,MI,2019,February,12 month-ending,Number of Deaths,96128.0,100,0.098826564580559,
11974,MI,2019,February,12 month-ending,Percent with drugs specified,90.9460008120179,100,0.098826564580559,
11975,MI,2019,February,12 month-ending,Number of Drug Overdose Deaths,2463.0,100,0.098826564580559,2477.0
11976,MI,2019,January,12 month-ending,Number of Deaths,96677.0,100,0.107574707531264,
11977,MI,2019,January,12 month-ending,Percent with drugs specified,90.8873855949065,100,0.107574707531264,
11978,MI,2019,January,12 month-ending,Number of Drug Overdose Deaths,2513.0,100,0.107574707531264,2521.0
11979,MI,2019,July,12 month-ending,Number of Deaths,96522.0,100,0.097387124178944,
11980,MI,2019,July,12 month-ending,Number of Drug Overdose Deaths,2376.0,100,0.097387124178944,2398.0
11981,MI,2019,July,12 month-ending,Percent with drugs specified,90.57239057239059,100,0.097387124178944,
11982,MI,2019,June,12 month-ending,Number of Deaths,96296.0,100,0.097615684971338,
11983,MI,2019,June,12 month-ending,Number of Drug Overdose Deaths,2420.0,100,0.097615684971338,2439.0
11984,MI,2019,June,12 month-ending,Percent with drugs specified,90.5371900826446,100,0.097615684971338,
11985,MI,2019,March,12 month-ending,Number of Deaths,96098.0,100,0.096776207621386,
11986,MI,2019,March,12 month-ending,Percent with drugs specified,90.64569536423842,100,0.096776207621386,
11987,MI,2019,March,12 month-ending,Number of Drug Overdose Deaths,2416.0,100,0.096776207621386,2437.0
11988,MI,2019,May,12 month-ending,Number of Drug Overdose Deaths,2460.0,100,0.095697761504535,2482.0
11989,MI,2019,May,12 month-ending,Number of Deaths,96136.0,100,0.095697761504535,
11990,MI,2019,May,12 month-ending,Percent with drugs specified,90.609756097561,100,0.095697761504535,
11991,MI,2019,November,12 month-ending,Number of Drug Overdose Deaths,2373.0,100,0.132546956557478,2400.0
11992,MI,2019,November,12 month-ending,Percent with drugs specified,89.7597977243995,100,0.132546956557478,
11993,MI,2019,November,12 month-ending,Number of Deaths,97324.0,100,0.132546956557478,
11994,MI,2019,October,12 month-ending,Number of Drug Overdose Deaths,2346.0,100,0.128751828275962,2376.0
11995,MI,2019,October,12 month-ending,Number of Deaths,97086.0,100,0.128751828275962,
11996,MI,2019,October,12 month-ending,Percent with drugs specified,89.94032395566921,100,0.128751828275962,
11997,MI,2019,September,12 month-ending,Number of Drug Overdose Deaths,2338.0,100,0.12695725772323302,2366.0
11998,MI,2019,September,12 month-ending,Number of Deaths,96883.0,100,0.12695725772323302,
11999,MI,2019,September,12 month-ending,Percent with drugs specified,89.90590248075279,100,0.12695725772323302,
12000,MI,2020,April,12 month-ending,Number of Deaths,104755.0,100,0.222423750656293,
12001,MI,2020,April,12 month-ending,Percent with drugs specified,89.60498960498958,100,0.222423750656293,
12002,MI,2020,April,12 month-ending,Number of Drug Overdose Deaths,2405.0,100,0.222423750656293,2461.0
12003,MI,2020,February,12 month-ending,Number of Deaths,98609.0,100,0.167327525885061,
12004,MI,2020,February,12 month-ending,Percent with drugs specified,89.56485002112379,100,0.167327525885061,
12005,MI,2020,February,12 month-ending,Number of Drug Overdose Deaths,2367.0,100,0.167327525885061,2400.0
12006,MI,2020,January,12 month-ending,Percent with drugs specified,89.4042553191489,100,0.14578448363747598,
12007,MI,2020,January,12 month-ending,Number of Deaths,98090.0,100,0.14578448363747598,
12008,MI,2020,January,12 month-ending,Number of Drug Overdose Deaths,2350.0,100,0.14578448363747598,2368.0
12009,MI,2020,March,12 month-ending,Percent with drugs specified,89.5578947368421,100,0.197632423756019,
12010,MI,2020,March,12 month-ending,Number of Deaths,99680.0,100,0.197632423756019,
12011,MI,2020,March,12 month-ending,Number of Drug Overdose Deaths,2375.0,100,0.197632423756019,2425.0
12012,MN,2016,April,12 month-ending,Number of Drug Overdose Deaths,627.0,100,0.0,627.0
12013,MN,2016,April,12 month-ending,Number of Deaths,42590.0,100,0.0,
12014,MN,2016,April,12 month-ending,Percent with drugs specified,85.6459330143541,100,0.0,
12015,MN,2016,August,12 month-ending,Percent with drugs specified,87.0570107858243,100,0.0,
12016,MN,2016,August,12 month-ending,Number of Deaths,42560.0,100,0.0,
12017,MN,2016,August,12 month-ending,Number of Drug Overdose Deaths,649.0,100,0.0,649.0
12018,MN,2016,December,12 month-ending,Number of Drug Overdose Deaths,664.0,100,0.0,664.0
12019,MN,2016,December,12 month-ending,Number of Deaths,43134.0,100,0.0,
12020,MN,2016,December,12 month-ending,Percent with drugs specified,85.69277108433741,100,0.0,
12021,MN,2016,February,12 month-ending,Number of Drug Overdose Deaths,631.0,100,0.0,631.0
12022,MN,2016,February,12 month-ending,Number of Deaths,42746.0,100,0.0,
12023,MN,2016,February,12 month-ending,Percent with drugs specified,86.05388272583203,100,0.0,
12024,MN,2016,January,12 month-ending,Number of Deaths,42576.0,100,0.0,
12025,MN,2016,January,12 month-ending,Number of Drug Overdose Deaths,607.0,100,0.0,607.0
12026,MN,2016,January,12 month-ending,Percent with drugs specified,85.172981878089,100,0.0,
12027,MN,2016,July,12 month-ending,Percent with drugs specified,87.44186046511629,100,0.0,
12028,MN,2016,July,12 month-ending,Number of Deaths,42556.0,100,0.0,
12029,MN,2016,July,12 month-ending,Number of Drug Overdose Deaths,645.0,100,0.0,645.0
12030,MN,2016,June,12 month-ending,Number of Drug Overdose Deaths,649.0,100,0.0,649.0
12031,MN,2016,June,12 month-ending,Number of Deaths,42535.0,100,0.0,
12032,MN,2016,June,12 month-ending,Percent with drugs specified,87.0570107858243,100,0.0,
12033,MN,2016,March,12 month-ending,Percent with drugs specified,85.30351437699679,100,0.0,
12034,MN,2016,March,12 month-ending,Number of Deaths,42655.0,100,0.0,
12035,MN,2016,March,12 month-ending,Number of Drug Overdose Deaths,626.0,100,0.0,626.0
12036,MN,2016,May,12 month-ending,Percent with drugs specified,86.8462757527734,100,0.0,
12037,MN,2016,May,12 month-ending,Number of Deaths,42526.0,100,0.0,
12038,MN,2016,May,12 month-ending,Number of Drug Overdose Deaths,631.0,100,0.0,631.0
12039,MN,2016,November,12 month-ending,Number of Deaths,42946.0,100,0.0,
12040,MN,2016,November,12 month-ending,Percent with drugs specified,85.3211009174312,100,0.0,
12041,MN,2016,November,12 month-ending,Number of Drug Overdose Deaths,654.0,100,0.0,654.0
12042,MN,2016,October,12 month-ending,Number of Deaths,42767.0,100,0.0,
12043,MN,2016,October,12 month-ending,Percent with drugs specified,85.5799373040752,100,0.0,
12044,MN,2016,October,12 month-ending,Number of Drug Overdose Deaths,638.0,100,0.0,638.0
12045,MN,2016,September,12 month-ending,Number of Deaths,42690.0,100,0.0,
12046,MN,2016,September,12 month-ending,Percent with drugs specified,86.7078825347759,100,0.0,
12047,MN,2016,September,12 month-ending,Number of Drug Overdose Deaths,647.0,100,0.0,647.0
12048,MN,2017,April,12 month-ending,Percent with drugs specified,86.97604790419159,100,0.0,
12049,MN,2017,April,12 month-ending,Number of Deaths,43647.0,100,0.0,
12050,MN,2017,April,12 month-ending,Number of Drug Overdose Deaths,668.0,100,0.0,668.0
12051,MN,2017,August,12 month-ending,Number of Drug Overdose Deaths,698.0,100,0.0,698.0
12052,MN,2017,August,12 month-ending,Number of Deaths,43902.0,100,0.0,
12053,MN,2017,August,12 month-ending,Percent with drugs specified,85.1002865329513,100,0.0,
12054,MN,2017,December,12 month-ending,Percent with drugs specified,87.5,100,0.0,
12055,MN,2017,December,12 month-ending,Number of Deaths,44295.0,100,0.0,
12056,MN,2017,December,12 month-ending,Number of Drug Overdose Deaths,728.0,100,0.0,728.0
12057,MN,2017,February,12 month-ending,Percent with drugs specified,85.7361963190184,100,0.0,
12058,MN,2017,February,12 month-ending,Number of Deaths,43284.0,100,0.0,
12059,MN,2017,February,12 month-ending,Number of Drug Overdose Deaths,652.0,100,0.0,652.0
12060,MN,2017,January,12 month-ending,Number of Deaths,43129.0,100,0.0,
12061,MN,2017,January,12 month-ending,Number of Drug Overdose Deaths,655.0,100,0.0,655.0
12062,MN,2017,January,12 month-ending,Percent with drugs specified,85.95419847328242,100,0.0,
12063,MN,2017,July,12 month-ending,Number of Drug Overdose Deaths,686.0,100,0.0,686.0
12064,MN,2017,July,12 month-ending,Number of Deaths,43878.0,100,0.0,
12065,MN,2017,July,12 month-ending,Percent with drugs specified,85.71428571428571,100,0.0,
12066,MN,2017,June,12 month-ending,Number of Deaths,43837.0,100,0.0,
12067,MN,2017,June,12 month-ending,Number of Drug Overdose Deaths,685.0,100,0.0,685.0
12068,MN,2017,June,12 month-ending,Percent with drugs specified,86.27737226277371,100,0.0,
12069,MN,2017,March,12 month-ending,Number of Deaths,43480.0,100,0.0,
12070,MN,2017,March,12 month-ending,Number of Drug Overdose Deaths,664.0,100,0.0,664.0
12071,MN,2017,March,12 month-ending,Percent with drugs specified,86.8975903614458,100,0.0,
12072,MN,2017,May,12 month-ending,Number of Deaths,43865.0,100,0.0,
12073,MN,2017,May,12 month-ending,Percent with drugs specified,87.1301775147929,100,0.0,
12074,MN,2017,May,12 month-ending,Number of Drug Overdose Deaths,676.0,100,0.0,676.0
12075,MN,2017,November,12 month-ending,Percent with drugs specified,88.20301783264748,100,0.0,
12076,MN,2017,November,12 month-ending,Number of Deaths,44136.0,100,0.0,
12077,MN,2017,November,12 month-ending,Number of Drug Overdose Deaths,729.0,100,0.0,729.0
12078,MN,2017,October,12 month-ending,Percent with drugs specified,88.03301237964241,100,0.0,
12079,MN,2017,October,12 month-ending,Number of Drug Overdose Deaths,727.0,100,0.0,727.0
12080,MN,2017,October,12 month-ending,Number of Deaths,43983.0,100,0.0,
12081,MN,2017,September,12 month-ending,Number of Deaths,43932.0,100,0.0,
12082,MN,2017,September,12 month-ending,Number of Drug Overdose Deaths,720.0,100,0.0,720.0
12083,MN,2017,September,12 month-ending,Percent with drugs specified,86.25,100,0.0,
12084,MN,2018,April,12 month-ending,Number of Deaths,44416.0,100,0.0,
12085,MN,2018,April,12 month-ending,Number of Drug Overdose Deaths,698.0,100,0.0,698.0
12086,MN,2018,April,12 month-ending,Percent with drugs specified,86.8194842406877,100,0.0,
12087,MN,2018,August,12 month-ending,Number of Deaths,44759.0,100,0.0,
12088,MN,2018,August,12 month-ending,Number of Drug Overdose Deaths,670.0,100,0.0,670.0
12089,MN,2018,August,12 month-ending,Percent with drugs specified,86.1194029850746,100,0.0,
12090,MN,2018,December,12 month-ending,Number of Drug Overdose Deaths,639.0,100,0.0,639.0
12091,MN,2018,December,12 month-ending,Number of Deaths,44751.0,100,0.0,
12092,MN,2018,December,12 month-ending,Percent with drugs specified,84.9765258215963,100,0.0,
12093,MN,2018,February,12 month-ending,Number of Deaths,44720.0,100,0.0,
12094,MN,2018,February,12 month-ending,Percent with drugs specified,87.0653685674548,100,0.0,
12095,MN,2018,February,12 month-ending,Number of Drug Overdose Deaths,719.0,100,0.0,719.0
12096,MN,2018,January,12 month-ending,Number of Deaths,44681.0,100,0.0,
12097,MN,2018,January,12 month-ending,Percent with drugs specified,87.32590529247909,100,0.0,
12098,MN,2018,January,12 month-ending,Number of Drug Overdose Deaths,718.0,100,0.0,718.0
12099,MN,2018,July,12 month-ending,Number of Drug Overdose Deaths,687.0,100,0.0,687.0
12100,MN,2018,July,12 month-ending,Percent with drugs specified,85.44395924308591,100,0.0,
12101,MN,2018,July,12 month-ending,Number of Deaths,44581.0,100,0.0,
12102,MN,2018,June,12 month-ending,Number of Deaths,44408.0,100,0.0,
12103,MN,2018,June,12 month-ending,Percent with drugs specified,85.96750369276221,100,0.0,
12104,MN,2018,June,12 month-ending,Number of Drug Overdose Deaths,677.0,100,0.0,677.0
12105,MN,2018,March,12 month-ending,Number of Deaths,44528.0,100,0.0,
12106,MN,2018,March,12 month-ending,Number of Drug Overdose Deaths,713.0,100,0.0,713.0
12107,MN,2018,March,12 month-ending,Percent with drugs specified,87.09677419354841,100,0.0,
12108,MN,2018,May,12 month-ending,Percent with drugs specified,85.9420289855072,100,0.0,
12109,MN,2018,May,12 month-ending,Number of Drug Overdose Deaths,690.0,100,0.0,690.0
12110,MN,2018,May,12 month-ending,Number of Deaths,44353.0,100,0.0,
12111,MN,2018,November,12 month-ending,Percent with drugs specified,84.55538221528859,100,0.0,
12112,MN,2018,November,12 month-ending,Number of Drug Overdose Deaths,641.0,100,0.0,641.0
12113,MN,2018,November,12 month-ending,Number of Deaths,44905.0,100,0.0,
12114,MN,2018,October,12 month-ending,Number of Drug Overdose Deaths,644.0,100,0.0,644.0
12115,MN,2018,October,12 month-ending,Percent with drugs specified,84.7826086956522,100,0.0,
12116,MN,2018,October,12 month-ending,Number of Deaths,44855.0,100,0.0,
12117,MN,2018,September,12 month-ending,Number of Deaths,44757.0,100,0.0,
12118,MN,2018,September,12 month-ending,Number of Drug Overdose Deaths,644.0,100,0.0,644.0
12119,MN,2018,September,12 month-ending,Percent with drugs specified,85.4037267080745,100,0.0,
12120,MN,2019,April,12 month-ending,Number of Deaths,44527.0,100,0.0,
12121,MN,2019,April,12 month-ending,Percent with drugs specified,86.2222222222222,100,0.0,
12122,MN,2019,April,12 month-ending,Number of Drug Overdose Deaths,675.0,100,0.0,675.0
12123,MN,2019,August,12 month-ending,Number of Deaths,45035.0,100,0.0,
12124,MN,2019,August,12 month-ending,Percent with drugs specified,86.3697705802969,100,0.0,
12125,MN,2019,August,12 month-ending,Number of Drug Overdose Deaths,741.0,100,0.0,741.0
12126,MN,2019,December,12 month-ending,Percent with drugs specified,85.1522842639594,100,0.0,
12127,MN,2019,December,12 month-ending,Number of Drug Overdose Deaths,788.0,100,0.0,788.0
12128,MN,2019,December,12 month-ending,Number of Deaths,45391.0,100,0.0,
12129,MN,2019,February,12 month-ending,Number of Deaths,44442.0,100,0.0,
12130,MN,2019,February,12 month-ending,Percent with drugs specified,86.4741641337386,100,0.0,
12131,MN,2019,February,12 month-ending,Number of Drug Overdose Deaths,658.0,100,0.0,658.0
12132,MN,2019,January,12 month-ending,Number of Deaths,44512.0,100,0.0,
12133,MN,2019,January,12 month-ending,Percent with drugs specified,86.015037593985,100,0.0,
12134,MN,2019,January,12 month-ending,Number of Drug Overdose Deaths,665.0,100,0.0,665.0
12135,MN,2019,July,12 month-ending,Number of Deaths,44916.0,100,0.0,
12136,MN,2019,July,12 month-ending,Number of Drug Overdose Deaths,721.0,100,0.0,721.0
12137,MN,2019,July,12 month-ending,Percent with drugs specified,86.5464632454924,100,0.0,
12138,MN,2019,June,12 month-ending,Number of Deaths,44897.0,100,0.0,
12139,MN,2019,June,12 month-ending,Number of Drug Overdose Deaths,708.0,100,0.0,708.0
12140,MN,2019,June,12 month-ending,Percent with drugs specified,85.5932203389831,100,0.0,
12141,MN,2019,March,12 month-ending,Number of Deaths,44518.0,100,0.0,
12142,MN,2019,March,12 month-ending,Percent with drugs specified,85.84615384615391,100,0.0,
12143,MN,2019,March,12 month-ending,Number of Drug Overdose Deaths,650.0,100,0.0,650.0
12144,MN,2019,May,12 month-ending,Number of Drug Overdose Deaths,690.0,100,0.0,690.0
12145,MN,2019,May,12 month-ending,Number of Deaths,44795.0,100,0.0,
12146,MN,2019,May,12 month-ending,Percent with drugs specified,85.9420289855072,100,0.0,
12147,MN,2019,November,12 month-ending,Number of Drug Overdose Deaths,769.0,100,0.0,769.0
12148,MN,2019,November,12 month-ending,Percent with drugs specified,85.4356306892068,100,0.0,
12149,MN,2019,November,12 month-ending,Number of Deaths,45130.0,100,0.0,
12150,MN,2019,October,12 month-ending,Number of Drug Overdose Deaths,767.0,100,0.0,767.0
12151,MN,2019,October,12 month-ending,Number of Deaths,45141.0,100,0.0,
12152,MN,2019,October,12 month-ending,Percent with drugs specified,85.5280312907432,100,0.0,
12153,MN,2019,September,12 month-ending,Number of Drug Overdose Deaths,753.0,100,0.0,753.0
12154,MN,2019,September,12 month-ending,Number of Deaths,45155.0,100,0.0,
12155,MN,2019,September,12 month-ending,Percent with drugs specified,85.7901726427623,100,0.0,
12156,MN,2020,April,12 month-ending,Number of Deaths,46539.0,100,0.0,
12157,MN,2020,April,12 month-ending,Percent with drugs specified,85.31468531468529,100,0.0,
12158,MN,2020,April,12 month-ending,Number of Drug Overdose Deaths,858.0,100,0.0,858.0
12159,MN,2020,February,12 month-ending,Number of Deaths,45778.0,100,0.0,
12160,MN,2020,February,12 month-ending,Percent with drugs specified,83.94437420986091,100,0.0,
12161,MN,2020,February,12 month-ending,Number of Drug Overdose Deaths,791.0,100,0.0,791.0
12162,MN,2020,January,12 month-ending,Percent with drugs specified,83.8874680306905,100,0.0,
12163,MN,2020,January,12 month-ending,Number of Deaths,45564.0,100,0.0,
12164,MN,2020,January,12 month-ending,Number of Drug Overdose Deaths,782.0,100,0.0,782.0
12165,MN,2020,March,12 month-ending,Percent with drugs specified,85.1269649334945,100,0.0,
12166,MN,2020,March,12 month-ending,Number of Deaths,46016.0,100,0.0,
12167,MN,2020,March,12 month-ending,Number of Drug Overdose Deaths,827.0,100,0.0,827.0
12168,MO,2016,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.027851046052524,
